브랜드,제품군,시리얼넘버,RAM,상품명,화면 크기,해상도,CPU 모델,밝기,주사율,CPU 브랜드,CPU 클럭,GPU 타입,GPU 카드,GPU 코어 수,저장 용량,배터리,무게,os,용도
삼성전자,갤럭시북 프로,NT950XDX-G51A,16GB,삼성전자 갤럭시북 프로 NT950XDX-G51A,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,외장그래픽,MX450,1,256GB,68Wh,1.15kg,정보없음,"['그래픽작업용', '휴대용/2021년 12월 색상 단종 (블루', '핑크)']"
삼성전자,갤럭시북 프로,NT950XDB-K71A,16GB,삼성전자 갤럭시북 프로 NT950XDB-K71A,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.05kg,윈도우10,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDC-X71A,16GB,삼성전자 갤럭시북 프로 NT950XDC-X71A,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,외장그래픽,MX450,1,512GB,68Wh,1.15kg,윈도우10,"['그래픽작업용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDC-XL51S,16GB,삼성전자 갤럭시북 프로 NT950XDC-XL51S,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,외장그래픽,MX450,1,256GB,68Wh,1.15kg,윈도우10,"['그래픽작업용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDB-KH59K,8GB,삼성전자 갤럭시북 프로 NT950XDB-KH59K,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.05kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDC-XL52S,16GB,삼성전자 갤럭시북 프로 NT950XDC-XL52S,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,외장그래픽,MX450,1,256GB,68Wh,1.15kg,윈도우11홈,"['그래픽작업용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDC-XC71B,16GB,삼성전자 갤럭시북 프로 NT950XDC-XC71B,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,외장그래픽,MX450,1,512GB,68Wh,1.15kg,윈도우10,"['그래픽작업용', '휴대용']"
삼성전자,갤럭시북 프로,NT930XDB-KC58S,8GB,삼성전자 갤럭시북 프로 NT930XDB-KC58S,13.3인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,63Wh,870g,윈도우10,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDY-A51A,16GB,삼성전자 갤럭시북 프로 NT950XDY-A51A,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.05kg,정보없음,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDC-XC58S,8GB,삼성전자 갤럭시북 프로 NT950XDC-XC58S,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,외장그래픽,MX450,1,256GB,68Wh,1.15kg,윈도우10,"['그래픽작업용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDC-XC72S,16GB,삼성전자 갤럭시북 프로 NT950XDC-XC72S,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,외장그래픽,MX450,1,512GB,68Wh,1.15kg,윈도우11홈,"['그래픽작업용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDC-XC71S,16GB,삼성전자 갤럭시북 프로 NT950XDC-XC71S,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,외장그래픽,MX450,1,512GB,68Wh,1.15kg,윈도우10,"['그래픽작업용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDC-XF59S,8GB,삼성전자 갤럭시북 프로 NT950XDC-XF59S,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,외장그래픽,MX450,1,256GB,68Wh,1.15kg,윈도우11홈,"['그래픽작업용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDB-KC58P,8GB,삼성전자 갤럭시북 프로 NT950XDB-KC58P,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.05kg,윈도우10,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로,NT930XDY-A51A,16GB,삼성전자 갤럭시북 프로 NT930XDY-A51A,13.3인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,63Wh,870g,정보없음,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDC-XF58S,8GB,삼성전자 갤럭시북 프로 NT950XDC-XF58S,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,외장그래픽,MX450,1,256GB,68Wh,1.15kg,윈도우10,"['그래픽작업용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDC-XC72B,16GB,삼성전자 갤럭시북 프로 NT950XDC-XC72B,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,외장그래픽,MX450,1,512GB,68Wh,1.15kg,윈도우11홈,"['그래픽작업용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDB-KJ52S,16GB,삼성전자 갤럭시북 프로 NT950XDB-KJ52S,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.05kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDB-KF58S,8GB,삼성전자 갤럭시북 프로 NT950XDB-KF58S,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.05kg,윈도우10,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로,NT950XDY-A51A,16GB,삼성전자 갤럭시북 프로 NT950XDY-A51A WIN10,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.05kg,윈도우10(설치),"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로,NT935XDB-K71AB,16GB,삼성전자 갤럭시북 프로 NT935XDB-K71AB,13.3인치,1920x1080,i7-1160G,정보없음,정보없음,인텔,2.1GHz,내장그래픽,Iris Xe,1,512GB,63Wh,880g,윈도우10,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XGQ-A71A,16GB,삼성전자 갤럭시북 프로 SE NT950XGQ-A71A,15.6인치,1920x1080,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,68Wh,1.13kg,정보없음,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XGK-KM50S,16GB,삼성전자 갤럭시북 프로 SE NT950XGK-KM50S,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,68Wh,1.13kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XGQ-A51A,16GB,삼성전자 갤럭시북 프로 SE NT950XGQ-A51A,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,68Wh,1.13kg,정보없음,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XFG-K71A,16GB,삼성전자 갤럭시북 프로 SE NT950XFG-K71A,15.6인치,1920x1080,i7-1360P,정보없음,정보없음,인텔,2.2GHz,내장그래픽,Iris Xe,1,512GB,68Wh,1.11kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XGQ-A51A,16GB,삼성전자 갤럭시북 프로 SE NT950XGQ-A51A WIN11,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,68Wh,1.13kg,윈도우11(설치),"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XFT-A51A,16GB,삼성전자 갤럭시북 프로 SE NT950XFT-A51A,15.6인치,1920x1080,i5-1340P,정보없음,정보없음,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.11kg,정보없음,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XGQ-A71A,16GB,삼성전자 갤럭시북 프로 SE NT950XGQ-A71A WIN11,15.6인치,1920x1080,코어 울트라7,정보없음,정보없음,인텔,4.8GHz,내장그래픽,Arc,8core,512GB,68Wh,1.13kg,윈도우11(설치),"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XGQ-A51AI,16GB,삼성전자 갤럭시북 프로 SE NT950XGQ-A51AI,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,68Wh,1.13kg,정보없음,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XFT-A51A,16GB,삼성전자 갤럭시북 프로 SE NT950XFT-A51A WIN11,15.6인치,1920x1080,i5-1340P,정보없음,정보없음,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.11kg,윈도우11(설치),"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XGK-KM51S,16GB,삼성전자 갤럭시북 프로 SE NT950XGK-KM51S,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,68Wh,1.13kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XFG-KC51S,16GB,삼성전자 갤럭시북 프로 SE NT950XFG-KC51S,15.6인치,1920x1080,i5-1340P,정보없음,정보없음,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.11kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XFT-A51A,16GB,삼성전자 갤럭시북 프로 SE NT950XFT-A51A WIN10,15.6인치,1920x1080,i5-1340P,정보없음,정보없음,인텔,1.9GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.11kg,윈도우10(설치),"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XFG,32GB,삼성전자 갤럭시북 프로 SE NT950XFG i5 32GB램,15.6인치,1920x1080,i5-1340P,정보없음,정보없음,인텔,1.9GHz,내장그래픽,Iris Xe,1,정보없음,정보없음,1.11kg,윈도우11,[]
삼성전자,갤럭시북 프로 SE,NT950XFG,16GB램,삼성전자 갤럭시북 프로 SE NT950XFG i5 16GB램,15.6인치,1920x1080,i5-1340P,정보없음,정보없음,인텔,1.9GHz,내장그래픽,Iris Xe,1,정보없음,정보없음,1.11kg,윈도우11,[]
삼성전자,갤럭시북 프로 SE,NT950XGK-KC51S,16GB,삼성전자 갤럭시북 프로 SE NT950XGK-KC51S,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,68Wh,1.11kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XFG-KC71S,16GB,삼성전자 갤럭시북 프로 SE NT950XFG-KC71S,15.6인치,1920x1080,i7-1360P,정보없음,정보없음,인텔,2.2GHz,내장그래픽,Iris Xe,1,512GB,68Wh,1.11kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XFG-KC70G,16GB,삼성전자 갤럭시북 프로 SE NT950XFG-KC70G,15.6인치,1920x1080,i7-1360P,정보없음,정보없음,인텔,2.2GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.11kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XFG,16GB,삼성전자 갤럭시북 프로 SE NT950XFG i7 WIN11,15.6인치,1920x1080,i7-1360P,정보없음,정보없음,인텔,2.2GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.11kg,윈도우11,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XFG-KC70S,16GB,삼성전자 갤럭시북 프로 SE NT950XFG-KC70S,15.6인치,1920x1080,i7-1360P,정보없음,정보없음,인텔,2.2GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.11kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XGK-KP51S,16GB,삼성전자 갤럭시북 프로 SE NT950XGK-KP51S,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,68Wh,1.11kg,윈도우11프로,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XGK-KC50S,16GB,삼성전자 갤럭시북 프로 SE NT950XGK-KC50S,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,256GB,68Wh,1.11kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE,NT950XGK-KA51S,16GB,삼성전자 갤럭시북 프로 SE NT950XGK-KA51S,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,68Wh,1.11kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로 SE NEW,NT950XGK-KG51S,16GB,삼성전자 갤럭시북 프로 SE NT950XGK-KG51S NEW,15.6인치,1920x1080,코어 울트라5,정보없음,정보없음,인텔,4.5GHz,내장그래픽,Arc,7core,512GB,68Wh,1.13kg,윈도우11프로,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로360,NT950QDB-K71A,16GB,삼성전자 갤럭시북 프로360 NT950QDB-K71A,15.6인치,1920x1080,i7-1165G,정보없음,정보없음,인텔,2.8GHz,내장그래픽,Iris Xe,1,512GB,68Wh,1.39kg,윈도우10,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로360,NT950QDB-KC52G,16GB,삼성전자 갤럭시북 프로360 NT950QDB-KC52G,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.39kg,윈도우11홈,"['사무/인강용', '휴대용']"
삼성전자,갤럭시북 프로360,NT950QDB-KC59G,8GB,삼성전자 갤럭시북 프로360 NT950QDB-KC59G,15.6인치,1920x1080,i5-1135G,정보없음,정보없음,인텔,2.4GHz,내장그래픽,Iris Xe,1,256GB,68Wh,1.39kg,윈도우11홈,"['사무/인강용', '휴대용']"
